Unique ID,Plant Name,Plant Type,Winter Availability,Winter_Shoulder Availability,Summer Availability,Annual Availability
2517_B_3,Port Jefferson,O/G Steam,0.77,0.77,0.86,0.81
2517_B_4,Port Jefferson,O/G Steam,0.77,0.77,0.86,0.81
2527_B_6,Greenidge Generation LLC,O/G Steam,0.77,0.77,0.86,0.81
2594_B_5,Oswego Harbor Power,O/G Steam,0.70,0.70,0.86,0.77
2594_B_6,Oswego Harbor Power,O/G Steam,0.70,0.70,0.86,0.77
26_B_1,E C Gaston,O/G Steam,0.77,0.77,0.85,0.80
26_B_2,E C Gaston,O/G Steam,0.77,0.77,0.85,0.80
26_B_3,E C Gaston,O/G Steam,0.77,0.77,0.85,0.80
26_B_4,E C Gaston,O/G Steam,0.77,0.77,0.85,0.80
26_B_5,E C Gaston,Coal Steam,0.76,0.76,0.84,0.79
2625_B_1,Bowline Point,O/G Steam,0.73,0.73,0.82,0.76
2625_B_2,Bowline Point,O/G Steam,0.73,0.73,0.82,0.76
2682_B_10,S A Carlson,O/G Steam,0.80,0.80,0.86,0.82
2682_B_9,S A Carlson,O/G Steam,0.80,0.80,0.86,0.82
2682_B_HRSG,S A Carlson,O/G Steam,0.80,0.80,0.86,0.82
2718_B_5,G G Allen,Coal Steam,0.74,0.74,0.82,0.77
2721_B_5,James E. Rogers Energy Complex,Coal Steam,0.76,0.76,0.84,0.79
2721_B_6,James E. Rogers Energy Complex,Coal Steam,0.76,0.76,0.84,0.79
2727_B_3,Marshall (NC),Coal Steam,0.78,0.78,0.85,0.81
2727_B_4,Marshall (NC),Coal Steam,0.78,0.78,0.85,0.81
2817_B_1,Leland Olds,Coal Steam,0.74,0.74,0.82,0.77
2817_B_2,Leland Olds,Coal Steam,0.76,0.76,0.84,0.79
2823_B_B1,Milton R Young,Coal Steam,0.80,0.80,0.87,0.83
2823_B_B2,Milton R Young,Coal Steam,0.80,0.80,0.87,0.83
2828_B_1,Cardinal,Coal Steam,0.76,0.76,0.84,0.79
2828_B_2,Cardinal,Coal Steam,0.76,0.76,0.84,0.79
2828_B_3,Cardinal,Coal Steam,0.78,0.78,0.85,0.81
2876_B_1,Kyger Creek,Coal Steam,0.79,0.79,0.86,0.82
2876_B_2,Kyger Creek,Coal Steam,0.79,0.79,0.86,0.82
2876_B_3,Kyger Creek,Coal Steam,0.79,0.79,0.86,0.82
2876_B_4,Kyger Creek,Coal Steam,0.79,0.79,0.86,0.82
2876_B_5,Kyger Creek,Coal Steam,0.79,0.79,0.86,0.82
2878_B_1,FirstEnergy Bay Shore,Coal Steam,0.79,0.79,0.86,0.82
2914_B_4,Dover,Coal Steam,0.82,0.82,0.87,0.84
2935_B_10,Orrville,Coal Steam,0.82,0.82,0.87,0.84
2935_B_11,Orrville,Coal Steam,0.82,0.82,0.87,0.84
2935_B_12,Orrville,Coal Steam,0.82,0.82,0.87,0.84
2935_B_13,Orrville,Coal Steam,0.82,0.82,0.87,0.84
2936_B_3,Painesville,Coal Steam,0.82,0.82,0.87,0.84
2936_B_4,Painesville,Coal Steam,0.82,0.82,0.87,0.84
2936_B_5,Painesville,Coal Steam,0.82,0.82,0.87,0.84
2951_B_7,Horseshoe Lake,O/G Steam,0.77,0.77,0.85,0.80
2951_B_8,Horseshoe Lake,O/G Steam,0.71,0.71,0.81,0.75
2952_B_4,Muskogee,Coal Steam,0.76,0.76,0.84,0.79
2952_B_5,Muskogee,Coal Steam,0.76,0.76,0.84,0.79
2952_B_6,Muskogee,Coal Steam,0.76,0.76,0.84,0.79
2956_B_1,Seminole (OK),O/G Steam,0.71,0.71,0.81,0.75
2963_B_3302,Northeastern,O/G Steam,0.71,0.71,0.81,0.75
2964_B_8003,Southwestern,O/G Steam,0.77,0.77,0.85,0.80
2965_B_1402,Tulsa,O/G Steam,0.77,0.77,0.86,0.81
2965_B_1404,Tulsa,O/G Steam,0.77,0.77,0.86,0.81
298_B_LIM1,Limestone,Coal Steam,0.76,0.76,0.84,0.79
298_B_LIM2,Limestone,Coal Steam,0.76,0.76,0.84,0.79
299_B_1,Blundell,Geothermal,0.87,0.87,0.87,0.87
299_B_2,Blundell,Geothermal,0.87,0.87,0.87,0.87
3_B_1,Barry,O/G Steam,0.80,0.80,0.86,0.82
3_B_2,Barry,O/G Steam,0.80,0.80,0.86,0.82
3_B_4,Barry,Coal Steam,0.75,0.75,0.83,0.79
3006_B_1,Anadarko Plant,O/G Steam,0.80,0.80,0.86,0.82
3006_B_2,Anadarko Plant,O/G Steam,0.80,0.80,0.86,0.82
3006_B_3,Anadarko Plant,O/G Steam,0.80,0.80,0.86,0.82
3008_B_1,Mooreland,O/G Steam,0.77,0.77,0.86,0.81
3008_B_2,Mooreland,O/G Steam,0.77,0.77,0.86,0.81
3008_B_3,Mooreland,O/G Steam,0.77,0.77,0.86,0.81
3122_B_1,Homer City Generating Station,Coal Steam,0.78,0.78,0.85,0.81
3122_B_2,Homer City Generating Station,Coal Steam,0.78,0.78,0.85,0.81
3122_B_3,Homer City Generating Station,Coal Steam,0.78,0.78,0.85,0.81
3130_B_1,Seward (PA),Coal Steam,0.74,0.74,0.82,0.77
3130_B_2,Seward (PA),Coal Steam,0.74,0.74,0.82,0.77
3131_B_1,Shawville,O/G Steam,0.77,0.77,0.86,0.81
3131_B_2,Shawville,O/G Steam,0.77,0.77,0.86,0.81
3131_B_3,Shawville,O/G Steam,0.77,0.77,0.86,0.81
3131_B_4,Shawville,O/G Steam,0.77,0.77,0.86,0.81
3138_B_3,New Castle Plant,O/G Steam,0.80,0.80,0.86,0.82
3138_B_4,New Castle Plant,O/G Steam,0.80,0.80,0.86,0.82
3138_B_5,New Castle Plant,O/G Steam,0.77,0.77,0.86,0.81
3140_B_1,Brunner Island,Coal Steam,0.89,0.76,0.76,0.79
3140_B_2,Brunner Island,O/G Steam,0.92,0.76,0.76,0.80
3140_B_3,Brunner Island,O/G Steam,0.85,0.63,0.63,0.68
3148_B_3,TalenEnergy Martins Creek,O/G Steam,0.95,0.77,0.77,0.81
3148_B_4,TalenEnergy Martins Creek,O/G Steam,0.95,0.77,0.77,0.81
3161_B_3,Eddystone Generating Station,O/G Steam,0.76,0.76,0.86,0.80
3161_B_4,Eddystone Generating Station,O/G Steam,0.76,0.76,0.86,0.80
3264_B_3,W S Lee,O/G Steam,0.77,0.77,0.86,0.81
3287_B_MCM1,McMeekin,O/G Steam,0.77,0.77,0.86,0.81
3287_B_MCM2,McMeekin,O/G Steam,0.77,0.77,0.86,0.81
3295_B_URQ3,Urquhart,O/G Steam,0.80,0.80,0.86,0.82
3399_B_1,Cumberland (TN),Coal Steam,0.68,0.68,0.79,0.73
3403_B_1,Gallatin (TN),Coal Steam,0.74,0.74,0.82,0.77
3403_B_2,Gallatin (TN),Coal Steam,0.74,0.74,0.82,0.77
3403_B_3,Gallatin (TN),Coal Steam,0.74,0.74,0.82,0.77
3403_B_4,Gallatin (TN),Coal Steam,0.74,0.74,0.82,0.77
3452_B_1,Lake Hubbard,O/G Steam,0.76,0.76,0.85,0.80
3452_B_2,Lake Hubbard,O/G Steam,0.71,0.71,0.81,0.75
3453_B_6,Mountain Creek,O/G Steam,0.77,0.77,0.86,0.81
3453_B_7,Mountain Creek,O/G Steam,0.77,0.77,0.86,0.81
3453_B_8,Mountain Creek,O/G Steam,0.71,0.71,0.81,0.75
3457_B_1,Lewis Creek,O/G Steam,0.77,0.77,0.85,0.80
3457_B_2,Lewis Creek,O/G Steam,0.77,0.77,0.85,0.80
3459_B_5,Sabine,O/G Steam,0.71,0.71,0.81,0.75
3460_B_CBY1,Cedar Bayou,O/G Steam,0.62,0.62,0.76,0.68
3460_B_CBY2,Cedar Bayou,O/G Steam,0.62,0.62,0.76,0.68
3470_B_WAP5,W A Parish,Coal Steam,0.78,0.78,0.85,0.81
3470_B_WAP6,W A Parish,Coal Steam,0.78,0.78,0.85,0.81
3470_B_WAP7,W A Parish,Coal Steam,0.76,0.76,0.84,0.79
3470_B_WAP8,W A Parish,Coal Steam,0.78,0.78,0.85,0.81
3478_B_1,Wilkes,O/G Steam,0.77,0.77,0.86,0.81
3478_B_2,Wilkes,O/G Steam,0.76,0.76,0.85,0.80
3478_B_3,Wilkes,O/G Steam,0.76,0.76,0.85,0.80
3482_B_151B,Jones,O/G Steam,0.77,0.77,0.85,0.80
3484_B_143B,Nichols,O/G Steam,0.77,0.77,0.85,0.80
3490_B_1,Graham,O/G Steam,0.77,0.77,0.85,0.80
3490_B_2,Graham,O/G Steam,0.76,0.76,0.85,0.80
3491_B_3,Handley,O/G Steam,0.76,0.76,0.85,0.80
3491_B_4,Handley,O/G Steam,0.73,0.73,0.82,0.76
3491_B_5,Handley,O/G Steam,0.73,0.73,0.82,0.76
3504_B_1,Stryker Creek,O/G Steam,0.77,0.77,0.86,0.81
3504_B_2,Stryker Creek,O/G Steam,0.71,0.71,0.81,0.75
3548_B_2,Decker Creek,O/G Steam,0.71,0.71,0.81,0.75
3576_B_BW2,Ray Olinger,O/G Steam,0.77,0.77,0.86,0.81
3576_B_BW3,Ray Olinger,O/G Steam,0.77,0.77,0.86,0.81
3576_B_CE1,Ray Olinger,O/G Steam,0.80,0.80,0.86,0.82
3601_B_1,Sim Gideon,O/G Steam,0.77,0.77,0.86,0.81
3601_B_2,Sim Gideon,O/G Steam,0.77,0.77,0.86,0.81
3601_B_3,Sim Gideon,O/G Steam,0.76,0.76,0.85,0.80
3602_B_1,Ty Cooke,O/G Steam,0.80,0.80,0.86,0.82
3602_B_2,Ty Cooke,O/G Steam,0.80,0.80,0.86,0.82
3611_B_2,O W Sommers,O/G Steam,0.73,0.73,0.82,0.76
3628_B_1,R W Miller,O/G Steam,0.80,0.80,0.86,0.82
3628_B_2,R W Miller,O/G Steam,0.77,0.77,0.85,0.81
3628_B_3,R W Miller,O/G Steam,0.77,0.77,0.85,0.81
3648_B_1,Gadsby,O/G Steam,0.80,0.80,0.86,0.82
3648_B_2,Gadsby,O/G Steam,0.80,0.80,0.86,0.82
3648_B_3,Gadsby,O/G Steam,0.77,0.77,0.86,0.81
377_B_3,Grayson,Landfill Gas,0.80,0.80,0.86,0.82
377_B_4,Grayson,O/G Steam,0.80,0.80,0.86,0.82
377_B_5,Grayson,O/G Steam,0.80,0.80,0.86,0.82
3775_B_1,Clinch River,O/G Steam,0.77,0.77,0.85,0.80
3775_B_2,Clinch River,O/G Steam,0.77,0.77,0.85,0.80
389_B_4,El Centro Hybrid,O/G Steam,0.80,0.80,0.86,0.82
3935_B_1,John E Amos,Coal Steam,0.76,0.76,0.84,0.79
3935_B_2,John E Amos,Coal Steam,0.76,0.76,0.84,0.79
3935_B_3,John E Amos,Coal Steam,0.68,0.68,0.79,0.73
3943_B_1,FirstEnergy Fort Martin Power Station,Coal Steam,0.89,0.76,0.76,0.79
3943_B_2,FirstEnergy Fort Martin Power Station,Coal Steam,0.89,0.76,0.76,0.79
3944_B_1,FirstEnergy Harrison Power Station,Coal Steam,0.90,0.78,0.78,0.81
3944_B_2,FirstEnergy Harrison Power Station,Coal Steam,0.90,0.78,0.78,0.81
3944_B_3,FirstEnergy Harrison Power Station,Coal Steam,0.90,0.78,0.78,0.81
3948_B_1,Mitchell (WV),Coal Steam,0.78,0.78,0.85,0.81
3948_B_2,Mitchell (WV),Coal Steam,0.78,0.78,0.85,0.81
3954_B_1,Mt Storm,Coal Steam,0.89,0.76,0.76,0.79
3954_B_2,Mt Storm,Coal Steam,0.89,0.76,0.76,0.79
3954_B_3,Mt Storm,Coal Steam,0.89,0.76,0.76,0.79
3982_B_1,Bay Front,Biomass,0.83,0.83,0.83,0.83
3982_B_2,Bay Front,Biomass,0.83,0.83,0.83,0.83
3982_B_5,Bay Front,Biomass,0.83,0.83,0.83,0.83
3992_B_8,Blount Street,O/G Steam,0.80,0.80,0.86,0.82
3992_B_9,Blount Street,O/G Steam,0.80,0.80,0.86,0.82
400_B_1,Haynes,O/G Steam,0.77,0.77,0.85,0.80
400_B_2,Haynes,O/G Steam,0.77,0.77,0.85,0.80
4042_B_1,Valley (WI),O/G Steam,0.80,0.80,0.86,0.82
4042_B_2,Valley (WI),O/G Steam,0.80,0.80,0.86,0.82
4042_B_3,Valley (WI),O/G Steam,0.80,0.80,0.86,0.82
4042_B_4,Valley (WI),O/G Steam,0.80,0.80,0.86,0.82
4078_B_3,Weston,Coal Steam,0.75,0.75,0.83,0.79
4078_B_4,Weston,Coal Steam,0.76,0.76,0.84,0.79
4125_B_8,Manitowoc,Biomass,0.83,0.83,0.83,0.83
4125_B_9,Manitowoc,Coal Steam,0.82,0.82,0.87,0.84
4195_B_1,Powerlane Plant,O/G Steam,0.80,0.80,0.86,0.82
4195_B_2,Powerlane Plant,O/G Steam,0.80,0.80,0.86,0.82
4195_B_3,Powerlane Plant,O/G Steam,0.80,0.80,0.86,0.82
4266_B_4,Spencer,O/G Steam,0.80,0.80,0.86,0.82
4266_B_5,Spencer,O/G Steam,0.80,0.80,0.86,0.82
4271_B_B1,John P Madgett,Coal Steam,0.75,0.75,0.83,0.79
470_B_3,Comanche (CO),Coal Steam,0.78,0.78,0.85,0.81
493_B_1,George Birdsall,O/G Steam,0.80,0.80,0.86,0.82
493_B_2,George Birdsall,O/G Steam,0.80,0.80,0.86,0.82
493_B_3,George Birdsall,O/G Steam,0.80,0.80,0.86,0.82
4939_B_1,Barney M Davis,O/G Steam,0.76,0.76,0.85,0.80
50028_B_1FW,Plant 31 Paper Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50028_B_1HP,Plant 31 Paper Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50028_B_2FW,Plant 31 Paper Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50028_B_4BW,Plant 31 Paper Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50028_B_5CE,Plant 31 Paper Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50028_B_HRSG,Plant 31 Paper Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50049_B_BLRA,Humboldt Sawmill Company,Biomass,0.83,0.83,0.83,0.83
50049_B_BLRB,Humboldt Sawmill Company,Biomass,0.83,0.83,0.83,0.83
50049_B_BLRC,Humboldt Sawmill Company,Biomass,0.83,0.83,0.83,0.83
50051_B_BLR A,Penobscot Energy Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50051_B_BLR B,Penobscot Energy Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50067_B_1,Borger Plant,Fossil Waste,0.90,0.90,0.90,0.90
50067_B_2,Borger Plant,Fossil Waste,0.90,0.90,0.90,0.90
50071_B_BLR1,Palm Beach Renewable Energy Facility 1,Municipal Solid Waste,0.90,0.90,0.90,0.90
50071_B_BLR2,Palm Beach Renewable Energy Facility 1,Municipal Solid Waste,0.90,0.90,0.90,0.90
50110_B_BLR1,Sierra Pacific Burney Facility,Biomass,0.83,0.83,0.83,0.83
50112_B_BLR1,Sierra Pacific Quincy Facility,Biomass,0.83,0.83,0.83,0.83
50112_B_BLR2,Sierra Pacific Quincy Facility,Biomass,0.83,0.83,0.83,0.83
50184_B_PKG,Columbus MS,O/G Steam,0.80,0.80,0.86,0.82
50184_B_REC,Columbus MS,Non-Fossil Waste,0.90,0.90,0.90,0.90
50189_B_1HFB,Domtar Paper Co LLC Plymouth NC,Biomass,0.83,0.83,0.83,0.83
50189_B_2HFB,Domtar Paper Co LLC Plymouth NC,Biomass,0.83,0.83,0.83,0.83
50189_B_5REC,Domtar Paper Co LLC Plymouth NC,Non-Fossil Waste,0.90,0.90,0.90,0.90
50201_B_WB1,"Multitrade Rabun Gap, LLC",Biomass,0.83,0.83,0.83,0.83
50208_B_B1,Pinetree Power,Biomass,0.83,0.83,0.83,0.83
50215_B_101,York County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50215_B_102,York County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50215_B_103,York County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50225_B_1SG1A,Regional Waste Systems,Municipal Solid Waste,0.90,0.90,0.90,0.90
50225_B_1SG1B,Regional Waste Systems,Municipal Solid Waste,0.90,0.90,0.90,0.90
50229_B_TPCBLR,Texas Petrochemicals,O/G Steam,0.80,0.80,0.86,0.82
50279_B_MAIN,Archbald Power Station,Landfill Gas,0.90,0.90,0.90,0.90
50290_B_1,SEMASS Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50290_B_2,SEMASS Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50290_B_3,SEMASS Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50293_B_BLR100,Wadham Energy LP,Biomass,0.83,0.83,0.83,0.83
50307_B_B1,University of Oklahoma,O/G Steam,0.80,0.80,0.86,0.82
50307_B_B2,University of Oklahoma,O/G Steam,0.80,0.80,0.86,0.82
50307_B_B3,University of Oklahoma,O/G Steam,0.80,0.80,0.86,0.82
50307_B_B4,University of Oklahoma,O/G Steam,0.80,0.80,0.86,0.82
50366_B_BLR1,University of Notre Dame,O/G Steam,0.80,0.80,0.86,0.82
50366_B_BLR2,University of Notre Dame,Coal Steam,0.82,0.82,0.87,0.84
50366_B_BLR3,University of Notre Dame,Coal Steam,0.82,0.82,0.87,0.84
50366_B_BLR4,University of Notre Dame,O/G Steam,0.80,0.80,0.86,0.82
50366_B_BLR5,University of Notre Dame,O/G Steam,0.80,0.80,0.86,0.82
50366_B_BLR6,University of Notre Dame,O/G Steam,0.80,0.80,0.86,0.82
50366_B_BLR7,University of Notre Dame,O/G Steam,0.80,0.80,0.86,0.82
50366_B_BLR8,University of Notre Dame,O/G Steam,0.80,0.80,0.86,0.82
50388_B_K1,Phillips 66 Carbon Plant,Coal Steam,0.82,0.82,0.87,0.84
50388_B_K2,Phillips 66 Carbon Plant,Coal Steam,0.82,0.82,0.87,0.84
50396_B_BLR1,Dillard Complex,Biomass,0.83,0.83,0.83,0.83
50396_B_BLR2,Dillard Complex,Biomass,0.83,0.83,0.83,0.83
50396_B_BLR6,Dillard Complex,Biomass,0.83,0.83,0.83,0.83
50397_B_5PB036,Pixelle Specialty Solutions LLC - Spring Grove Facility,Coal Steam,0.91,0.82,0.82,0.84
50397_B_6PB038,Pixelle Specialty Solutions LLC - Spring Grove Facility,O/G Steam,0.89,0.80,0.80,0.82
50397_B_7PB039,Pixelle Specialty Solutions LLC - Spring Grove Facility,O/G Steam,0.89,0.80,0.80,0.82
50397_B_REC037,Pixelle Specialty Solutions LLC - Spring Grove Facility,Non-Fossil Waste,0.90,0.90,0.90,0.90
50447_B_17,S D Warren Westbrook,Biomass,0.83,0.83,0.83,0.83
50447_B_18,S D Warren Westbrook,Biomass,0.83,0.83,0.83,0.83
50447_B_21,S D Warren Westbrook,Biomass,0.83,0.83,0.83,0.83
50465_B_PB,Flint River Operations,Biomass,0.83,0.83,0.83,0.83
50465_B_RB,Flint River Operations,Non-Fossil Waste,0.90,0.90,0.90,0.90
50466_B_1BB,Buckeye Florida LP,Non-Fossil Waste,0.90,0.90,0.90,0.90
50466_B_1PB,Buckeye Florida LP,Non-Fossil Waste,0.90,0.90,0.90,0.90
50466_B_2BB,Buckeye Florida LP,Non-Fossil Waste,0.90,0.90,0.90,0.90
50466_B_2PB,Buckeye Florida LP,Non-Fossil Waste,0.90,0.90,0.90,0.90
50466_B_2RB,Buckeye Florida LP,Non-Fossil Waste,0.90,0.90,0.90,0.90
50466_B_3RB,Buckeye Florida LP,Non-Fossil Waste,0.90,0.90,0.90,0.90
50466_B_4RB,Buckeye Florida LP,Non-Fossil Waste,0.90,0.90,0.90,0.90
50472_B_BLR1,"Covanta Niagara I, LLC",Municipal Solid Waste,0.90,0.90,0.90,0.90
50472_B_BLR3,"Covanta Niagara I, LLC",Municipal Solid Waste,0.90,0.90,0.90,0.90
50472_B_BLR4,"Covanta Niagara I, LLC",Municipal Solid Waste,0.90,0.90,0.90,0.90
50482_B_B7,Clewiston Sugar House,Biomass,0.83,0.83,0.83,0.83
50482_B_B8,Clewiston Sugar House,Biomass,0.83,0.83,0.83,0.83
50482_B_B9,Clewiston Sugar House,Biomass,0.83,0.83,0.83,0.83
50489_B_C1,PPG Powerhouse C,O/G Steam,0.80,0.80,0.86,0.82
50489_B_C2,PPG Powerhouse C,O/G Steam,0.80,0.80,0.86,0.82
50489_B_C4,PPG Powerhouse C,O/G Steam,0.80,0.80,0.86,0.82
50489_B_C5,PPG Powerhouse C,O/G Steam,0.80,0.80,0.86,0.82
50560_B_B101,Pacific-Ultrapower Chinese Station,Biomass,0.83,0.83,0.83,0.83
50611_B_031,Westwood Generation LLC,Coal Steam,0.91,0.82,0.82,0.84
50625_B_24,ExxonMobil Beaumont Refinery,O/G Steam,0.80,0.80,0.86,0.82
50625_B_33,ExxonMobil Beaumont Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50625_B_34,ExxonMobil Beaumont Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50625_B_41,ExxonMobil Beaumont Refinery,O/G Steam,0.80,0.80,0.86,0.82
50625_B_42,ExxonMobil Beaumont Refinery,O/G Steam,0.80,0.80,0.86,0.82
50625_B_43,ExxonMobil Beaumont Refinery,O/G Steam,0.80,0.80,0.86,0.82
50628_B_2A,Paulsboro Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50628_B_2B,Paulsboro Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50628_B_2C,Paulsboro Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50628_B_HRSG,Paulsboro Refinery,Fossil Waste,0.90,0.90,0.90,0.90
50629_B_1,Covanta Lake County Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50629_B_2,Covanta Lake County Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50630_B_BLR1,Covanta Marion Inc,Municipal Solid Waste,0.90,0.90,0.90,0.90
50630_B_BLR2,Covanta Marion Inc,Municipal Solid Waste,0.90,0.90,0.90,0.90
50632_B_1,Covanta Stanislaus Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50632_B_2,Covanta Stanislaus Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50637_B_4PWR,Clearwater Paper IPP Lewiston,Biomass,0.83,0.83,0.83,0.83
50637_B_5REC,Clearwater Paper IPP Lewiston,Non-Fossil Waste,0.90,0.90,0.90,0.90
50648_B_UNIT1,Covanta Bristol Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50648_B_UNIT2,Covanta Bristol Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50649_B_1,Covanta Babylon Inc,Municipal Solid Waste,0.90,0.90,0.90,0.90
50649_B_2,Covanta Babylon Inc,Municipal Solid Waste,0.90,0.90,0.90,0.90
50650_B_BLR1,ReEnergy Stratton LLC,Biomass,0.83,0.83,0.83,0.83
50656_B_UNIT1,Huntington Resource Recovery Facility,Municipal Solid Waste,0.90,0.90,0.90,0.90
50656_B_UNIT2,Huntington Resource Recovery Facility,Municipal Solid Waste,0.90,0.90,0.90,0.90
50656_B_UNIT3,Huntington Resource Recovery Facility,Municipal Solid Waste,0.90,0.90,0.90,0.90
50657_B_1,Montgomery County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50657_B_2,Montgomery County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50657_B_3,Montgomery County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50658_B_1,Covanta Fairfax Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50658_B_2,Covanta Fairfax Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50658_B_3,Covanta Fairfax Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50658_B_4,Covanta Fairfax Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50660_B_1,Covanta Tulsa Renewable Energy LLC,Municipal Solid Waste,0.90,0.90,0.90,0.90
50660_B_2,Covanta Tulsa Renewable Energy LLC,Municipal Solid Waste,0.90,0.90,0.90,0.90
50660_B_3,Covanta Tulsa Renewable Energy LLC,Municipal Solid Waste,0.90,0.90,0.90,0.90
50661_B_A,Covanta Haverhill,Municipal Solid Waste,0.90,0.90,0.90,0.90
50661_B_B,Covanta Haverhill,Municipal Solid Waste,0.90,0.90,0.90,0.90
50662_B_UNIT1,Onondaga County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50662_B_UNIT2,Onondaga County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50662_B_UNIT3,Onondaga County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50663_B_B100,Covanta Alexandria/Arlington Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50663_B_B200,Covanta Alexandria/Arlington Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50663_B_B300,Covanta Alexandria/Arlington Energy,Municipal Solid Waste,0.90,0.90,0.90,0.90
50666_B_B1,Pasco Cnty Solid Waste Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50666_B_B2,Pasco Cnty Solid Waste Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50666_B_B3,Pasco Cnty Solid Waste Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50739_B_0100,Pinetree Power Tamworth,Biomass,0.83,0.83,0.83,0.83
50743_B_1,Starrett City Cogen Facility,O/G Steam,0.80,0.80,0.86,0.82
50743_B_2,Starrett City Cogen Facility,O/G Steam,0.80,0.80,0.86,0.82
50743_B_3,Starrett City Cogen Facility,O/G Steam,0.80,0.80,0.86,0.82
50743_B_4,Starrett City Cogen Facility,O/G Steam,0.80,0.80,0.86,0.82
50770_B_B1,Viking Energy of McBain,Biomass,0.83,0.83,0.83,0.83
50772_B_B1,Viking Energy of Lincoln,Biomass,0.83,0.83,0.83,0.83
50776_B_BLR1,Panther Creek Energy Facility,Coal Steam,0.91,0.82,0.82,0.84
50776_B_BLR2,Panther Creek Energy Facility,Coal Steam,0.91,0.82,0.82,0.84
50804_B_4,Port Wentworth Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50804_B_RE01,Port Wentworth Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50806_B_PB1,Florence Mill,O/G Steam,0.80,0.80,0.86,0.82
50806_B_PB3,Florence Mill,Biomass,0.83,0.83,0.83,0.83
50806_B_PB4,Florence Mill,Biomass,0.83,0.83,0.83,0.83
50806_B_RBF,Florence Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50813_B_CB1,Hopewell Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50813_B_RB1,Hopewell Mill,Non-Fossil Waste,0.90,0.90,0.90,0.90
50835_B_1,TES Filer City Station,Coal Steam,0.82,0.82,0.87,0.84
50835_B_2,TES Filer City Station,Coal Steam,0.82,0.82,0.87,0.84
50837_B_UNIT1,Southeast Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50837_B_UNIT2,Southeast Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50837_B_UNIT3,Southeast Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50858_B_MWC1B,Hillsborough County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50858_B_MWC2C,Hillsborough County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50858_B_MWC3D,Hillsborough County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50858_B_MWC4E,Hillsborough County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
50859_B_BLR1,Lancaster County Resource Recovery,Municipal Solid Waste,0.90,0.90,0.90,0.90
